,index,machine_id,site_session_id,domain_id,ref_domain_name,pages_viewed,duration,event_date,event_time,tran_flg,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name
691,8402062,87204019,5078536032205,10403549969693689745,,2.0,0,01/27/2011,17:03:48,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org
692,8402069,87204019,5078536622029,10403549969693689745,la-sentinel.com,10.0,41,01/27/2011,15:41:38,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org
693,8402167,87204019,5120093458380,10403549969693689745,,3.0,1,01/26/2011,18:36:24,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org
694,8402168,87204019,5120093654988,10403549969693689745,newsdaily7.com,3.0,1,01/26/2011,18:30:54,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org
695,8406859,87207357,4945245179834,10403549969693689745,newschannel8.tv,8.0,15,01/08/2011,1:53:40,,,,,,,99,2,2,11,5,0,1,1,0,61571,home-online-jobs.org
696,8409764,87208525,5287333859267,10403549969693689745,,1.0,1,01/17/2011,15:39:49,,,,,,,99,3,5,10,4,0,2,1,0,20886,home-online-jobs.org
697,8426741,87216050,5105971433397,8087271933502976839,,1.0,1,01/03/2011,0:55:12,,,,,,,99,3,2,11,5,0,1,1,0,35124,dermatalskincare.com
698,8433832,87217896,5130330050492,10403549969693689745,,2.0,1,01/10/2011,0:28:32,,,,,,,99,3,4,2,1,1,1,1,0,23503,home-online-jobs.org
699,8447990,87228330,4933224501198,10403549969693689745,,2.0,1,01/28/2011,20:03:10,,,,,,,99,1,3,8,7,1,5,1,1,11377,home-online-jobs.org
700,8448713,87228330,5113106075573,10093940193322575519,aroundme.com,10.0,3,01/03/2011,16:03:11,,,,,,,99,1,3,8,7,1,5,1,1,11377,bigdeal.com
701,8469966,87266075,5145961238474,10403549969693689745,,4.0,3,01/24/2011,1:33:21,,,,,,,99,3,2,11,4,0,2,1,0,36375,home-online-jobs.org
702,8502988,87305107,5032678985665,16279463642511419670,lifestyleherald.com,6.0,2,01/15/2011,15:56:37,,,,,,,99,2,1,11,5,0,1,1,0,43119,southbeachjava.com
703,8504185,87306017,5205136314308,10093940193322575519,google.com,2.0,0,01/18/2011,17:48:48,,,,,,,99,3,2,11,7,1,1,1,0,30253,bigdeal.com
704,8529307,87314165,4970758999994,8087271933502976839,,1.0,1,01/08/2011,1:50:42,,,,,,,99,3,2,9,7,1,1,1,0,38506,dermatalskincare.com
705,8535263,87345174,5238915207102,10093940193322575519,,2.0,0,01/12/2011,18:10:39,,,,,,,99,2,3,7,7,1,1,1,0,60025,bigdeal.com
706,8535266,87345174,5238915403710,10093940193322575519,google.com,9.0,4,01/12/2011,17:33:06,,,,,,,99,2,3,7,7,1,1,1,0,60025,bigdeal.com
707,8536700,87345246,5068382998455,10403549969693689745,,1.0,1,01/05/2011,23:57:19,,,,,,,99,4,3,8,1,1,1,1,0,99207,home-online-jobs.org
708,8536715,87345246,5068384243639,10403549969693689745,news11today.net,1.0,1,01/05/2011,22:34:23,,,,,,,99,4,3,8,1,1,1,1,0,99207,home-online-jobs.org
709,8537854,87345246,5212005797823,10403549969693689745,news11today.net,1.0,1,01/13/2011,22:11:31,,,,,,,99,4,3,8,1,1,1,1,0,99207,home-online-jobs.org
710,8538278,87345750,4890814189519,6212936584531552900,,1.0,1,01/29/2011,2:17:03,,,,,,,99,4,2,9,7,0,1,1,0,92211,homecashflowsolution.com
711,8573465,87356995,5213596291012,10403549969693689745,,2.0,0,01/18/2011,15:01:37,,,,,,,99,3,6,3,4,1,5,1,0,77064,home-online-jobs.org
712,8585729,87391163,4924088389561,7405390425689258389,consumerstrickweekly.com,1.0,1,01/07/2011,16:21:26,,,,,,,99,3,3,10,1,0,1,1,0,30143,trackingspot.info
713,8591178,87392748,5157171302332,1549148620406576784,,1.0,1,01/10/2011,6:06:07,,,,,,,99,3,2,7,1,1,1,1,0,71901,getleanspa.com
714,8610656,87398261,4953096654800,10093940193322575519,wikkit.org,2.0,0,01/30/2011,9:20:57,,,,,,,99,3,2,5,6,1,1,1,0,30228,bigdeal.com
715,8610657,87398261,4953096720336,11385444773187580308,,1.0,1,01/30/2011,9:20:55,,,,,,,99,3,2,5,6,1,1,1,0,30228,wikkit.org
716,8611374,87398261,5220958343103,10403549969693689745,yahoo.com,4.0,5,01/13/2011,18:32:51,,,,,,,99,3,2,5,6,1,1,1,0,30228,home-online-jobs.org
717,8637824,87434597,5024356765640,10093940193322575519,google.com,2.0,0,01/22/2011,13:10:58,,,,,,,99,4,5,5,5,1,5,1,0,80010,bigdeal.com
718,8655323,87470921,5131414409142,8087271933502976839,,2.0,3,01/04/2011,1:46:12,,,,,,,99,1,2,9,5,1,1,1,1,10901,dermatalskincare.com
719,8660343,87474062,4812514791348,8087271933502976839,,1.0,1,01/02/2011,23:14:57,,,,,,,99,4,6,11,6,1,5,1,0,93065,dermatalskincare.com
720,8660349,87474062,4812515250100,12143374545845515600,weeklyinform.com,2.0,2,01/02/2011,23:08:36,,,,,,,99,4,6,11,6,1,5,1,0,93065,sobelabsdirect.com
721,8660682,87474062,5169005596613,16279463642511419670,,11.0,6,01/19/2011,17:44:52,,,,,,,99,4,6,11,6,1,5,1,0,93065,southbeachjava.com
722,8660687,87474062,5169005924293,16279463642511419670,,45.0,26,01/19/2011,16:49:29,,,,,,,99,4,6,11,6,1,5,1,0,93065,southbeachjava.com
723,8660693,87474062,5169006383045,16279463642511419670,,63.0,36,01/19/2011,15:15:53,,,,,,,99,4,6,11,6,1,5,1,0,93065,southbeachjava.com
724,8660698,87474062,5169006710725,16279463642511419670,,38.0,25,01/19/2011,5:49:41,,,,,,,99,4,6,11,6,1,5,1,0,93065,southbeachjava.com
725,8671225,87478459,5051957776312,1549148620406576784,consumertipsonline.net,1.0,1,01/06/2011,4:16:06,,,,,,,99,4,2,6,5,1,5,1,0,90604,getleanspa.com
726,8718819,87572430,5255212896191,1354232705423967177,online8report.com,1.0,1,01/13/2011,15:48:23,,,,,,,99,3,4,5,2,0,1,0,0,72364,theinstantwealthbuilder.com
727,8719653,87572858,5174037254069,1549148620406576784,consumertipsonline.net,2.0,1,01/03/2011,12:01:06,,,,,,,99,2,3,6,4,1,1,1,0,66002,getleanspa.com
728,8749219,87613043,5212283867083,10403549969693689745,,2.0,0,01/25/2011,0:47:00,,,,,,,99,2,5,5,3,1,2,1,0,53218,home-online-jobs.org
729,8775999,87650504,5026933444538,10403549969693689745,consumer-work-journal.com,6.0,27,01/08/2011,20:20:45,,,,,,,99,3,4,8,5,1,1,1,0,72364,home-online-jobs.org
730,8776001,87650504,5026933706682,7405390425689258389,consumer-work-journal.com,1.0,1,01/08/2011,20:13:58,,,,,,,99,3,4,8,5,1,1,1,0,72364,trackingspot.info
731,8781097,87651632,5090478526401,1549148620406576784,,1.0,1,01/15/2011,19:22:50,,,,,,,99,4,1,8,2,0,1,1,0,98258,getleanspa.com
732,8781098,87651632,5090478591937,1549148620406576784,,5.0,5,01/15/2011,19:15:24,,,,,,,99,4,1,8,2,0,1,1,0,98258,getleanspa.com
733,8781949,87651632,5207671377866,11385444773187580308,pch.com,1.0,0,01/24/2011,23:00:09,,,,,,,99,4,1,8,2,0,1,1,0,98258,wikkit.org
734,8792672,87656455,4852442927028,4138040089195024334,onlinecareerjournal.com,2.0,2,01/02/2011,22:01:16,,,,,,,99,3,4,8,5,1,1,1,0,23453,msicourse.com
735,8802496,87660098,5090705084344,8087271933502976839,,1.0,1,01/06/2011,3:01:35,,,,,,,99,1,2,7,5,1,1,1,0,4062,dermatalskincare.com
736,8865442,87707588,5179023364032,10093940193322575519,ask.com,4.0,0,01/14/2011,22:27:11,,,,,,,99,3,5,6,5,0,3,1,0,76240,bigdeal.com
737,8885709,87774453,4339948851123,1549148620406576784,,8.0,2,01/01/2011,2:54:53,,,,,,,99,3,1,11,2,0,1,1,0,22192,getleanspa.com
738,8915221,87819482,5394816044995,6212936584531552900,,2.0,1,01/17/2011,20:56:56,,,,,,,99,4,1,11,3,0,1,1,0,95383,homecashflowsolution.com
739,8922181,87824531,5325727338430,1549148620406576784,consumertipsonline.net,2.0,0,01/12/2011,16:53:10,,,,,,,99,3,2,11,4,0,1,1,0,39701,getleanspa.com
740,8928605,87831321,5156470722498,7405390425689258389,consumerstrickweekly.com,1.0,1,01/16/2011,16:32:39,,,,,,,99,2,3,11,5,0,1,1,0,45244,trackingspot.info
741,8965227,87894901,5347259912126,10093940193322575519,,4.0,1,01/12/2011,2:19:53,,,,,,,99,3,5,9,7,1,1,1,0,75126,bigdeal.com
742,8973497,87899338,5286814224317,10093940193322575519,,2.0,0,01/11/2011,21:20:04,,,,,,,99,4,2,3,1,0,2,1,0,98122,bigdeal.com
743,8990199,87928520,5144718741432,10403549969693689745,looking4leaders.org,1.0,1,01/06/2011,16:00:16,,,,,,,99,2,1,9,5,0,1,1,0,45377,home-online-jobs.org
744,9022286,87944877,5265138520010,6212936584531552900,,1.0,1,01/24/2011,4:25:47,,,,,,,99,1,2,4,3,0,1,1,1,15927,homecashflowsolution.com
745,9027640,87945568,5357387780030,6212936584531552900,online8report.com,2.0,1,01/12/2011,1:02:08,,,,,,,99,2,2,8,2,1,1,1,0,60640,homecashflowsolution.com
746,9048821,87953715,5270919778236,10093940193322575519,,2.0,0,01/10/2011,4:08:54,,,,,,,99,4,6,8,1,1,2,1,0,90044,bigdeal.com
747,9080231,88074648,5338662113215,8087271933502976839,weeklyinform.com,1.0,1,01/13/2011,20:02:17,,,,,,,99,2,4,10,6,1,1,1,0,46227,dermatalskincare.com
748,9091439,88078087,5175189114825,6212936584531552900,new8reports.com,2.0,0,01/23/2011,5:42:17,,,,,,,99,1,6,9,6,1,5,1,1,11434,homecashflowsolution.com
749,9111806,88090901,5211306069943,10093940193322575519,,2.0,0,01/05/2011,1:29:29,,,,,,,99,2,2,9,6,1,2,1,0,60473,bigdeal.com
750,9113617,88091196,5143059107784,4138040089195024334,securetransferring.com,1.0,1,01/22/2011,3:15:06,,,,,,,99,2,6,4,3,1,2,1,0,48227,msicourse.com
751,9115080,88091327,5169452224449,10403549969693689745,,15.0,38,01/15/2011,22:25:33,,,,,,,99,3,2,10,6,0,1,1,0,33067,home-online-jobs.org
752,9118602,88121692,5171813617601,1549148620406576784,,2.0,2,01/15/2011,16:45:51,,,,,,,99,3,4,4,5,1,1,1,0,70583,getleanspa.com
753,9120964,88123606,4937461075892,10093940193322575519,ask.com,5.0,1,01/02/2011,22:45:57,,,,,,,99,3,4,8,2,1,2,1,0,24558,bigdeal.com
754,9132408,88133273,5273236475830,10403549969693689745,homejobindex.net,3.0,0,01/04/2011,17:56:41,,,,,,,99,1,5,7,4,1,2,1,0,14530,home-online-jobs.org
755,9162420,88182438,5154839007185,10093940193322575519,google.com,3.0,0,01/31/2011,3:24:20,,,,,,,99,4,4,7,6,1,3,0,0,98087,bigdeal.com
756,9162770,88182438,5286573313974,10093940193322575519,google.com,4.0,0,01/04/2011,4:50:58,,,,,,,99,4,4,7,6,1,3,0,0,98087,bigdeal.com
757,9183081,88217817,5229352259522,16279463642511419670,lifestyleherald.com,2.0,0,01/16/2011,19:52:35,,,,,,,99,4,4,7,5,1,5,1,1,98638,southbeachjava.com
758,9185409,88219951,5098998927310,1354232705423967177,,1.0,0,01/28/2011,20:55:09,,,,,,,99,4,5,3,3,1,5,1,1,90201,theinstantwealthbuilder.com
759,9185711,88219951,5291072098230,14325437869847223981,google.com,9.0,6,01/04/2011,22:20:39,,,,,,,99,4,5,3,3,1,5,1,1,90201,eprofits.com
760,9220225,88231715,5282430914496,4138040089195024334,,1.0,0,01/14/2011,13:22:31,,,,,,,99,1,4,8,7,1,1,1,0,7849,msicourse.com
761,9281356,88378312,5212841250753,10403549969693689745,news9today.org,6.0,16,01/15/2011,4:53:02,,,,,,,99,4,2,3,1,1,2,1,0,98178,home-online-jobs.org
762,9291412,88386361,5250977435586,10093940193322575519,,2.0,0,01/16/2011,5:59:53,,,,,,,99,4,2,7,5,1,5,1,1,91942,bigdeal.com
763,9294664,88388322,5119275503566,10403549969693689745,,2.0,0,01/28/2011,5:17:28,,,,,,,99,4,2,5,4,0,1,1,0,97027,home-online-jobs.org
764,9296288,88389508,5233327869897,16279463642511419670,lifestyleherald.com,27.0,11,01/23/2011,19:26:26,,,,,,,99,2,1,9,6,0,2,1,0,60622,southbeachjava.com
765,9306502,88429127,5335680159669,13583168867183700419,,2.0,4,01/03/2011,9:09:19,,,,,,,99,4,4,6,5,1,1,1,0,93722,bizzopheaven.com
766,9323514,88448854,5246288334776,10403549969693689745,,1.0,1,01/06/2011,18:57:28,,,,,,,99,1,5,5,1,0,1,1,0,1852,home-online-jobs.org
767,9323516,88448854,5246288596920,14325437869847223981,,5.0,0,01/06/2011,18:56:52,,,,,,,99,1,5,5,1,0,1,1,0,1852,eprofits.com
768,9413952,88581866,5366331936716,10403549969693689745,,2.0,1,01/26/2011,23:15:24,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org
769,9414004,88581866,5366336458700,10403549969693689745,,1.0,1,01/26/2011,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org
770,9414010,88581866,5366336851916,10403549969693689745,newsdaily7.com,6.0,23,01/26/2011,9:02:07,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org
771,9414148,88581866,5407718051773,10403549969693689745,yahoo.com,1.0,4,01/11/2011,7:05:54,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org
772,9425029,88587074,5294280216514,10403549969693689745,,2.0,0,01/16/2011,18:37:28,,,,,,,99,1,5,5,6,1,2,1,0,15102,home-online-jobs.org
773,9493891,88762894,5417753317301,1549148620406576784,channelnews9today.com,2.0,0,01/03/2011,15:14:34,,,,,,,99,2,6,10,7,1,1,1,0,46120,getleanspa.com
774,9496348,88791899,5246759473082,14325437869847223981,online8report.com,2.0,0,01/08/2011,20:18:09,,,,,,,99,2,5,4,3,1,1,1,0,64801,eprofits.com
775,9497879,88792714,5455000899517,10403549969693689745,news9online.org,4.0,2,01/11/2011,1:44:30,,,,,,,99,3,4,9,1,1,2,1,0,78245,home-online-jobs.org
776,9514923,88834638,5362506862519,7721247640741137834,,4.0,5,01/05/2011,13:57:47,,,,,,,99,3,3,9,3,1,2,1,0,32206,homebizstartupkit.com
777,9546107,88877489,5318616420289,10403549969693689745,,5.0,2,01/15/2011,13:55:47,,,,,,,99,3,2,9,3,0,2,1,0,38751,home-online-jobs.org
778,9551829,88879425,5264927690682,10403549969693689745,the-work-journal.com,3.0,0,01/08/2011,15:38:46,,,,,,,99,1,6,7,5,1,1,1,0,11704,home-online-jobs.org
779,9551830,88879425,5264927756218,7405390425689258389,the-work-journal.com,1.0,1,01/08/2011,15:37:20,,,,,,,99,1,6,7,5,1,1,1,0,11704,trackingspot.info
780,9552890,88879425,5495921053636,7405390425689258389,consumer-work-journal.com,1.0,1,01/18/2011,21:31:46,,,,,,,99,1,6,7,5,1,1,1,0,11704,trackingspot.info
781,9574738,88946371,5325543706561,13583168867183700419,7business-news.net,1.0,1,01/15/2011,0:10:12,,,,,,,99,4,2,8,4,1,5,1,1,95660,bizzopheaven.com
782,9575013,88946371,5431671656396,4138040089195024334,,3.0,1,01/26/2011,16:51:21,,,,,,,99,4,2,8,4,1,5,1,1,95660,msicourse.com
783,9596230,88991383,5359461208006,10093940193322575519,ebay.com,3.0,0,01/20/2011,20:36:23,,,,,,,99,4,4,6,3,1,5,1,1,86020,bigdeal.com
784,9611742,89041005,5370532925371,10403549969693689745,,4.0,3,01/09/2011,22:45:36,,,,,,,99,3,5,6,1,0,1,1,0,79556,home-online-jobs.org
785,9619121,89078523,5378146635707,7405390425689258389,consumerstrickweekly.com,1.0,1,01/09/2011,17:25:40,,,,,,,99,3,3,9,3,1,5,1,0,31903,trackingspot.info
786,9619126,89078523,5378146963387,7405390425689258389,consumerstrickweekly.com,1.0,1,01/09/2011,16:19:13,,,,,,,99,3,3,9,3,1,5,1,0,31903,trackingspot.info
787,9673931,89173457,5504031264693,10403549969693689745,,2.0,0,01/03/2011,20:31:39,,,,,,,99,2,6,6,3,1,1,1,0,54017,home-online-jobs.org
788,9747076,89293630,5289584234425,8087271933502976839,,1.0,1,01/07/2011,14:10:37,,,,,,,99,3,1,10,6,0,1,1,0,75040,dermatalskincare.com
789,9757246,89303306,5521323790277,4138040089195024334,,2.0,1,01/19/2011,18:23:56,,,,,,,99,3,3,3,1,1,2,1,0,36744,msicourse.com
790,9772439,89348553,4627234033587,10093940193322575519,google.com,4.0,3,01/01/2011,19:28:57,,,,,,,99,2,4,8,5,1,1,1,0,49426,bigdeal.com
791,9805914,89396578,5447800917944,4138040089195024334,,1.0,1,01/06/2011,8:26:07,,,,,,,99,4,5,11,4,1,5,1,0,95207,msicourse.com
792,9822891,89431648,5490751311799,1549148620406576784,,1.0,1,01/05/2011,5:58:20,,,,,,,99,3,5,2,6,1,2,1,0,77083,getleanspa.com
793,9829342,89435225,5547920265142,14325437869847223981,,14.0,7,01/04/2011,21:14:00,,,,,,,99,3,1,9,5,0,2,1,1,28405,eprofits.com
794,9851482,89472152,5475777843138,10093940193322575519,,2.0,0,01/16/2011,8:15:06,,,,,,,99,2,6,3,5,1,2,1,0,60607,bigdeal.com
795,9851483,89472152,5475777974210,11385444773187580308,findstuff.com,1.0,0,01/16/2011,8:15:04,,,,,,,99,2,6,3,5,1,2,1,0,60607,wikkit.org
796,9895052,89518053,5735294570435,10093940193322575519,pocket-lint.com,5.0,0,01/17/2011,23:57:14,,,,,,,99,1,2,7,7,1,1,1,0,2461,bigdeal.com
797,9901371,89549697,5467776683963,10403549969693689745,,17.0,54,01/09/2011,15:41:01,,,,,,,99,1,4,3,5,1,2,1,0,10941,home-online-jobs.org
798,9901386,89549697,5467777798075,10403549969693689745,,13.0,35,01/09/2011,14:22:52,,,,,,,99,1,4,3,5,1,2,1,0,10941,home-online-jobs.org
799,9901616,89549697,5637368451007,10403549969693689745,,1.0,1,01/13/2011,14:02:10,,,,,,,99,1,4,3,5,1,2,1,0,10941,home-online-jobs.org
800,9908738,89553281,5533279326144,8087271933502976839,weeklyinform.com,1.0,1,01/14/2011,3:22:52,,,,,,,99,1,4,7,6,0,3,1,0,11001,dermatalskincare.com
801,9917371,89556255,5444102262727,10093940193322575519,,2.0,0,01/21/2011,23:51:26,,,,,,,99,3,5,6,4,1,2,1,0,77856,bigdeal.com
802,9917372,89556255,5444102393799,11385444773187580308,ebay.com,1.0,0,01/21/2011,23:51:24,,,,,,,99,3,5,6,4,1,2,1,0,77856,wikkit.org
803,9924008,89559473,5569903333317,8087271933502976839,,1.0,1,01/19/2011,5:31:47,,,,,,,99,3,3,8,5,1,1,1,0,70065,dermatalskincare.com
804,9952215,89575710,5415432228794,10093940193322575519,google.com,2.0,0,01/08/2011,23:04:29,,,,,,,99,3,6,2,2,1,2,1,0,34954,bigdeal.com
805,9962382,89638270,5631246471101,10403549969693689745,,4.0,5,01/11/2011,10:23:39,,,,,,,99,3,3,11,1,1,2,1,0,72206,home-online-jobs.org
806,9975030,89648284,5429855129530,10133794716842256287,health8news.com,1.0,1,01/08/2011,15:20:55,,,,,,,99,3,6,10,6,1,2,1,0,30058,dlxm.net
807,9995882,89687520,5606809538486,1549148620406576784,,12.0,7,01/04/2011,4:40:18,,,,,,,99,4,4,7,6,1,1,1,1,89423,getleanspa.com
808,10003614,89689652,5608238026678,7405390425689258389,consumer-work-journal.com,1.0,1,01/04/2011,18:28:43,,,,,,,99,3,2,11,6,1,1,1,0,22306,trackingspot.info
809,10007574,89690511,5622251917244,10093940193322575519,pronto.com,3.0,0,01/10/2011,23:29:16,,,,,,,99,4,5,6,5,1,1,1,0,85233,bigdeal.com
810,10008606,89691333,5574021746624,8087271933502976839,,1.0,1,01/14/2011,23:50:08,,,,,,,99,3,4,10,4,0,1,1,1,33436,dermatalskincare.com
811,10014962,89696678,5375431675854,10093940193322575519,google.com,2.0,0,01/28/2011,12:34:30,,,,,,,99,3,1,9,1,0,1,1,0,28607,bigdeal.com
812,10019933,89702493,5485349048263,10403549969693689745,newsdaily7.com,3.0,1,01/21/2011,20:32:08,,,,,,,99,4,2,9,5,1,5,1,1,97030,home-online-jobs.org
813,10048270,89770594,5510522277833,10403549969693689745,,2.0,1,01/23/2011,21:36:59,,,,,,,99,2,2,1,2,1,1,1,0,50659,home-online-jobs.org
814,10048712,89770594,5613849350090,10403549969693689745,,3.0,11,01/24/2011,21:19:15,,,,,,,99,2,2,1,2,1,1,1,0,50659,home-online-jobs.org
815,10050632,89771452,5526758494136,8087271933502976839,weeklyinform.com,1.0,1,01/06/2011,4:37:21,,,,,,,99,3,3,6,1,1,2,1,0,75061,dermatalskincare.com
816,10068804,89776007,5521831563206,10403549969693689745,apnilook.net,1.0,1,01/20/2011,3:51:36,,,,,,,99,1,2,6,2,1,1,1,0,11226,home-online-jobs.org
817,10086937,89782266,5591792553920,6212936584531552900,new8reports.com,1.0,1,01/14/2011,18:50:48,,,,,,,99,4,4,6,5,1,2,1,0,92821,homecashflowsolution.com
818,10128152,89834375,5400855777232,6212936584531552900,,1.0,1,01/30/2011,8:56:08,,,,,,,99,4,2,3,4,1,2,1,0,89108,homecashflowsolution.com
819,10139152,89836700,5679019462589,10093940193322575519,google.com,3.0,0,01/11/2011,18:47:23,,,,,,,99,1,1,4,4,0,1,1,0,15223,bigdeal.com
820,10140091,89836739,5639045320630,4138040089195024334,ivaninsiderblog.com,1.0,1,01/04/2011,18:24:49,,,,,,,99,1,5,8,5,1,5,1,1,7506,msicourse.com
821,10163578,89899350,5530750422985,10403549969693689745,news11today.net,6.0,10,01/23/2011,20:20:47,,,,,,,99,4,2,8,1,1,1,1,0,98557,home-online-jobs.org
822,10163590,89899350,5547418783672,8087271933502976839,,3.0,15,01/06/2011,22:06:16,,,,,,,99,4,2,8,1,1,1,1,0,98557,dermatalskincare.com
823,10255994,90012046,5689734336444,1549148620406576784,,1.0,1,01/10/2011,7:35:27,,,,,,,99,4,2,9,4,1,5,1,1,95334,getleanspa.com
824,10256235,90012051,5452825300921,8087271933502976839,weeklyinform.com,1.0,1,01/07/2011,22:43:45,,,,,,,99,4,3,11,6,0,1,1,0,92037,dermatalskincare.com
825,10256718,90012051,5748005212095,8087271933502976839,weeklyinform.com,1.0,1,01/13/2011,1:04:04,,,,,,,99,4,3,11,6,0,1,1,0,92037,dermatalskincare.com
826,10267748,90014576,5691812155324,8087271933502976839,,1.0,1,01/10/2011,15:05:48,,,,,,,99,1,6,6,5,1,1,1,0,4015,dermatalskincare.com
827,10269614,90015927,5573006987206,10403549969693689745,news9today.org,1.0,1,01/20/2011,21:59:14,,,,,,,99,2,1,3,1,0,1,1,0,64130,home-online-jobs.org
828,10272562,90017294,4758319140787,10093940193322575519,,2.0,0,01/01/2011,17:41:14,,,,,,,99,4,2,11,1,0,1,1,0,84319,bigdeal.com
829,10277289,90018920,5683065982902,16064930482377606987,,4.0,5,01/04/2011,16:35:04,,,,,,,99,3,5,5,3,1,1,1,0,31525,dlxtrack.com
830,10277290,90018920,5683066048438,16279463642511419670,,5.0,4,01/04/2011,16:35:07,,,,,,,99,3,5,5,3,1,1,1,0,31525,southbeachjava.com
831,10293409,90022898,5671547834314,6212936584531552900,,2.0,0,01/24/2011,5:15:29,,,,,,,99,3,1,5,5,0,2,1,0,29680,homecashflowsolution.com
832,10296003,90024135,5855491919811,6212936584531552900,,5.0,1,01/17/2011,2:47:42,,,,,,,99,1,4,6,5,1,1,1,0,12027,homecashflowsolution.com
833,10335311,90072541,5762153648063,10093940193322575519,doubleclick.net,1.0,1,01/13/2011,23:41:36,,,,,,,99,2,3,7,3,1,2,1,0,68104,bigdeal.com
834,10353052,90076053,5638571429815,1549148620406576784,,3.0,55,01/05/2011,2:32:34,,,,,,,99,1,3,8,5,1,1,1,1,5753,getleanspa.com
835,10400137,90129850,5739796107197,10093940193322575519,google.com,2.0,0,01/11/2011,12:16:59,,,,,,,99,1,2,6,3,1,2,1,0,16242,bigdeal.com
836,10404578,90130228,5615819755458,6212936584531552900,new8reports.com,7.0,11,01/16/2011,23:38:56,,,,,,,99,2,5,9,5,1,2,1,0,60411,homecashflowsolution.com
837,10410177,90131591,5740832100285,1549148620406576784,,1.0,1,01/11/2011,13:00:36,,,,,,,99,1,3,9,3,1,1,1,0,3581,getleanspa.com
838,10440205,90184678,5588829278153,6212936584531552900,,1.0,1,01/23/2011,2:19:05,,,,,,,99,2,4,4,4,0,1,1,0,69130,homecashflowsolution.com
839,10479576,90191810,5464329359312,10093940193322575519,google.com,1.0,1,01/30/2011,20:47:33,,,,,,,99,2,4,6,4,1,1,1,1,6824,bigdeal.com
840,10486847,90193695,5575045156807,10093940193322575519,,2.0,0,01/21/2011,0:13:18,,,,,,,99,3,2,6,6,1,1,1,0,33066,bigdeal.com
841,10492998,90195383,5705740324805,10403549969693689745,,1.0,1,01/19/2011,7:06:23,,,,,,,99,4,6,5,3,1,2,1,1,92620,home-online-jobs.org
842,10493019,90195383,5705741963205,6212936584531552900,,2.0,0,01/19/2011,5:02:21,,,,,,,99,4,6,5,3,1,2,1,1,92620,homecashflowsolution.com
843,10493020,90195383,5705742094277,10403549969693689745,,1.0,1,01/19/2011,4:59:37,,,,,,,99,4,6,5,3,1,2,1,1,92620,home-online-jobs.org
844,10505306,90238204,5687866953676,16279463642511419670,lifestyleherald.com,89.0,49,01/26/2011,18:59:07,,,,,,,99,3,3,3,4,0,2,1,0,33617,southbeachjava.com
845,10509078,90239002,5543702106042,8087271933502976839,,2.0,3,01/08/2011,17:24:14,,,,,,,99,3,5,7,7,1,1,1,0,28078,dermatalskincare.com
846,10530960,90244007,5758277849021,1549148620406576784,consumertipsonline.net,1.0,1,01/11/2011,6:30:04,,,,,,,99,2,5,2,5,1,1,1,0,60532,getleanspa.com
847,10570797,90297197,5555826397114,16064930482377606987,health8news.com,4.0,5,01/08/2011,13:26:29,,,,,,,99,3,1,9,4,0,1,1,0,74063,dlxtrack.com
848,10570799,90297197,5555826593722,16279463642511419670,,10.0,5,01/08/2011,13:26:33,,,,,,,99,3,1,9,4,0,1,1,0,74063,southbeachjava.com
849,10570800,90297197,5555826724794,10133794716842256287,health8news.com,2.0,0,01/08/2011,13:20:48,,,,,,,99,3,1,9,4,0,1,1,0,74063,dlxm.net
850,10593931,90304062,5632403640251,13583168867183700419,la-sentinel.com,2.0,0,01/09/2011,23:04:30,,,,,,,99,3,2,4,6,1,2,1,0,77040,bizzopheaven.com
851,10593932,90304062,5632403771323,10403549969693689745,,1.0,1,01/09/2011,23:04:21,,,,,,,99,3,2,4,6,1,2,1,0,77040,home-online-jobs.org
852,10600664,90306944,5681707225015,8087271933502976839,weeklyinform.com,1.0,1,01/05/2011,3:23:07,,,,,,,99,3,2,8,1,1,2,1,0,29570,dermatalskincare.com
853,10634210,90360593,5494719320016,6212936584531552900,,3.0,0,01/30/2011,1:57:11,,,,,,,99,4,5,8,2,1,5,1,1,92058,homecashflowsolution.com
854,10697795,90439575,5701745971149,6212936584531552900,,1.0,1,01/27/2011,17:09:52,,,,,,,99,2,1,10,6,0,1,1,0,45066,homecashflowsolution.com
855,10699642,90439995,5783656665014,10093940193322575519,google.com,2.0,0,01/04/2011,4:43:48,,,,,,,99,2,5,7,7,1,1,1,0,68118,bigdeal.com
856,10699906,90440075,5818307841981,8087271933502976839,weeklyinform.com,1.0,1,01/11/2011,14:47:23,,,,,,,99,1,3,9,3,0,1,1,0,3570,dermatalskincare.com
