,machine_id,site_session_id,domain_id,ref_domain_name,pages_viewed,duration,event_date,event_time,tran_flg,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name,,Non-Product Domain Referrals,
8201012,87024761,5.01224E+12,8.08727E+18,,1,1,1/5/11,23:28:40,,,,,,,99,3,3,10,7,1,1,1,0,32137,dermatalskincare.com,,,
8202285,87024965,5.01234E+12,4.79444E+17,consumertipsonline.net,12,3,1/5/11,17:46:13,,,,,,,99,4,5,7,1,1,5,1,1,91911,trytadalafil.com,,,
8202467,87024965,5.15699E+12,1.52964E+18,,1,1,1/13/11,16:41:09,,,,,,,99,4,5,7,1,1,5,1,1,91911,hp.com,,,
8202466,87024965,5.15699E+12,7.3732E+18,ytimg.com,4,0,1/13/11,16:41:18,,,,,,,99,4,5,7,1,1,5,1,1,91911,youtube.com,,,
8202460,87024965,5.15699E+12,1.54915E+18,consumertipsonline.net,2,14,1/13/11,16:41:19,,,,,,,99,4,5,7,1,1,5,1,1,91911,getleanspa.com,,,
8213802,87028292,4.89613E+12,9.38955E+18,weather.com,1,1,1/28/11,5:23:14,,,,,,,99,3,6,6,5,1,1,1,1,33838,channel9newsreport.com,,,
8213801,87028292,4.89613E+12,1.13854E+19,,2,0,1/28/11,5:23:15,,,,,,,99,3,6,6,5,1,1,1,1,33838,wikkit.org,,,
8213800,87028292,4.89613E+12,1.00939E+19,,2,0,1/28/11,5:23:19,,,,,,,99,3,6,6,5,1,1,1,1,33838,bigdeal.com,,,
8213802,87028292,4.89613E+12,9.38955E+18,weather.com,1,1,1/28/11,5:23:14,,,,,,,99,3,6,6,5,1,1,1,1,33838,channel9newsreport.com,,,
8213801,87028292,4.89613E+12,1.13854E+19,,2,0,1/28/11,5:23:15,,,,,,,99,3,6,6,5,1,1,1,1,33838,wikkit.org,,,
8236198,87065593,4.84488E+12,1.04035E+19,verizon.com,1,1,1/29/11,10:37:55,,,,,,,99,3,4,10,4,1,1,1,0,24401,home-online-jobs.org,,,
8253318,87069489,5.06301E+12,1.12981E+19,,1,1,1/4/11,22:03:46,,,,,,,99,3,4,10,4,1,1,1,0,40444,ivaninsiderblog.com,,,
8253317,87069489,5.06301E+12,4.13804E+18,ivaninsiderblog.com,2,0,1/4/11,22:03:51,,,,,,,99,3,4,10,4,1,1,1,0,40444,msicourse.com,,,
8255927,87070118,4.99028E+12,1.00939E+19,doubleclick.net,4,1,1/15/11,20:45:27,,,,,,,99,2,1,5,6,0,2,1,0,55912,bigdeal.com,,,
8271696,87074383,4.99755E+12,1.62795E+19,,1,1,1/21/11,18:27:25,,,,,,,99,3,3,9,3,1,1,1,0,74960,southbeachjava.com,,,
8278408,87075471,5.1625E+12,1.04035E+19,verizon.com,4,2,1/18/11,0:42:16,,,,,,,99,1,3,11,4,1,2,1,0,19119,home-online-jobs.org,,,
8278369,87075471,5.10163E+12,4.13804E+18,channel13reports.com,2,9,1/26/11,17:20:20,,,,,,,99,1,3,11,4,1,2,1,0,19119,msicourse.com,,,
8310618,87113152,5.26768E+12,1.00939E+19,,2,0,1/17/11,14:09:20,,,,,,,99,1,5,9,5,1,2,1,0,2840,bigdeal.com,,,
8311451,87113395,5.26775E+12,6.21294E+18,new8reports.com,5,17,1/17/11,18:14:31,,,,,,,99,2,1,7,4,0,1,1,0,52404,homecashflowsolution.com,,,
8316865,87115472,4.75339E+12,1.13854E+19,yahoo.com,2,0,1/2/11,2:11:25,,,,,,,99,2,2,5,3,1,1,1,0,66619,wikkit.org,,,
8317646,87115868,5.08204E+12,1.75912E+19,,6,34,1/3/11,3:31:24,,,,,,,99,3,4,8,4,1,5,1,1,77053,google.com,,,
8317657,87115868,5.08204E+12,8.39872E+18,,1,1,1/3/11,3:31:24,,,,,,,99,3,4,8,4,1,5,1,1,77053,lynxtrack.com,,,
8317656,87115868,5.08204E+12,1.00939E+19,,3,1,1/3/11,3:31:29,,,,,,,99,3,4,8,4,1,5,1,1,77053,bigdeal.com,,,
8367740,87161281,5.07965E+12,1.20716E+19,,174,74,1/14/11,1:45:29,,,,,,,99,3,3,4,1,1,5,1,1,33144,liquidation.com,,,
8367750,87161281,5.07965E+12,8.39872E+18,,1,1,1/14/11,1:45:46,,,,,,,99,3,3,4,1,1,5,1,1,33144,lynxtrack.com,,,
8367749,87161281,5.07965E+12,1.00939E+19,,2,0,1/14/11,1:45:48,,,,,,,99,3,3,4,1,1,5,1,1,33144,bigdeal.com,,,
8367544,87161281,5.00326E+12,8.39872E+18,,1,1,1/15/11,3:41:24,,,,,,,99,3,3,4,1,1,5,1,1,33144,lynxtrack.com,,,
8367543,87161281,5.00326E+12,1.00939E+19,,2,0,1/15/11,3:41:29,,,,,,,99,3,3,4,1,1,5,1,1,33144,bigdeal.com,,,
8367598,87161281,5.01907E+12,8.39872E+18,,1,1,1/23/11,2:05:42,,,,,,,99,3,3,4,1,1,5,1,1,33144,lynxtrack.com,,,
8367597,87161281,5.01907E+12,1.00939E+19,,2,0,1/23/11,2:05:44,,,,,,,99,3,3,4,1,1,5,1,1,33144,bigdeal.com,,,
8401723,87203958,5.09796E+12,1.33102E+18,,3,9,1/3/11,13:25:02,,,,,,,99,1,3,7,4,1,1,1,0,4240,health8news.com,,,
8401722,87203958,5.09796E+12,1.01338E+19,health8news.com,3,9,1/3/11,13:25:13,,,,,,,99,1,3,7,4,1,1,1,0,4240,dlxm.net,,,
8401892,87203958,5.21079E+12,1.60649E+19,health8news.com,7,14,1/12/11,0:54:11,,,,,,,99,1,3,7,4,1,1,1,0,4240,dlxtrack.com,,,
8401893,87203958,5.21079E+12,1.33102E+18,,4,14,1/12/11,0:53:37,,,,,,,99,1,3,7,4,1,1,1,0,4240,health8news.com,,,
8401894,87203958,5.21079E+12,1.01338E+19,health8news.com,5,14,1/12/11,0:53:40,,,,,,,99,1,3,7,4,1,1,1,0,4240,dlxm.net,,,
8401796,87203958,5.12463E+12,1.00939E+19,,3,0,1/19/11,0:27:09,,,,,,,99,1,3,7,4,1,1,1,0,4240,bigdeal.com,,,
8401829,87203958,5.13746E+12,1.33102E+18,,1,1,1/25/11,17:10:36,,,,,,,99,1,3,7,4,1,1,1,0,4240,health8news.com,,,
8401828,87203958,5.13746E+12,1.01338E+19,health8news.com,1,1,1/25/11,17:10:42,,,,,,,99,1,3,7,4,1,1,1,0,4240,dlxm.net,,,
8401823,87203958,5.13746E+12,1.60649E+19,,6,14,1/25/11,17:10:55,,,,,,,99,1,3,7,4,1,1,1,0,4240,dlxtrack.com,,,
8401829,87203958,5.13746E+12,1.33102E+18,,1,1,1/25/11,17:10:36,,,,,,,99,1,3,7,4,1,1,1,0,4240,health8news.com,,,
8401828,87203958,5.13746E+12,1.01338E+19,health8news.com,1,1,1/25/11,17:10:42,,,,,,,99,1,3,7,4,1,1,1,0,4240,dlxm.net,,,
8402167,87204019,5.12009E+12,1.04035E+19,,3,1,1/26/11,18:36:24,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org,,,
8402168,87204019,5.12009E+12,1.04035E+19,newsdaily7.com,3,1,1/26/11,18:30:54,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org,,,
8402052,87204019,5.07854E+12,1.04035E+19,la-sentinel.com,8,7,1/27/11,19:41:32,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org,,,
8402063,87204019,5.07854E+12,2.74661E+18,,1,1,1/27/11,17:03:41,,,,,,,99,1,1,4,5,0,1,1,0,8701,la-sentinel.com,,,
8402062,87204019,5.07854E+12,1.04035E+19,,2,0,1/27/11,17:03:48,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org,,,
8402069,87204019,5.07854E+12,1.04035E+19,la-sentinel.com,10,41,1/27/11,15:41:38,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org,,,
8401928,87204019,4.86511E+12,1.04035E+19,yahoo.com,6,1,1/29/11,15:02:29,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org,,,
8402002,87204019,4.97802E+12,1.04035E+19,yahoo.com,2,0,1/31/11,0:20:13,,,,,,,99,1,1,4,5,0,1,1,0,8701,home-online-jobs.org,,,
8406859,87207357,4.94525E+12,1.04035E+19,newschannel8.tv,8,15,1/8/11,1:53:40,,,,,,,99,2,2,11,5,0,1,1,0,61571,home-online-jobs.org,,,
8409764,87208525,5.28733E+12,1.04035E+19,,1,1,1/17/11,15:39:49,,,,,,,99,3,5,10,4,0,2,1,0,20886,home-online-jobs.org,,,
8426741,87216050,5.10597E+12,8.08727E+18,,1,1,1/3/11,0:55:12,,,,,,,99,3,2,11,5,0,1,1,0,35124,dermatalskincare.com,,,
8433832,87217896,5.13033E+12,1.04035E+19,,2,1,1/10/11,0:28:32,,,,,,,99,3,4,2,1,1,1,1,0,23503,home-online-jobs.org,,,
8448715,87228330,5.11311E+12,9.93206E+18,icityfind.com,2,3,1/3/11,16:02:57,,,,,,,99,1,3,8,7,1,5,1,1,11377,freshdeals.com,,,
8448711,87228330,5.11311E+12,7.6644E+17,aroundme.com,1,4,1/3/11,16:03:01,,,,,,,99,1,3,8,7,1,5,1,1,11377,msn.com,,,
8448713,87228330,5.11311E+12,1.00939E+19,aroundme.com,10,3,1/3/11,16:03:11,,,,,,,99,1,3,8,7,1,5,1,1,11377,bigdeal.com,,,
8447990,87228330,4.93322E+12,1.04035E+19,,2,1,1/28/11,20:03:10,,,,,,,99,1,3,8,7,1,5,1,1,11377,home-online-jobs.org,,,
8469966,87266075,5.14596E+12,1.04035E+19,,4,3,1/24/11,1:33:21,,,,,,,99,3,2,11,4,0,2,1,0,36375,home-online-jobs.org,,,
8502988,87305107,5.03268E+12,1.62795E+19,lifestyleherald.com,6,2,1/15/11,15:56:37,,,,,,,99,2,1,11,5,0,1,1,0,43119,southbeachjava.com,,,
8504185,87306017,5.20514E+12,1.00939E+19,google.com,2,0,1/18/11,17:48:48,,,,,,,99,3,2,11,7,1,1,1,0,30253,bigdeal.com,,,
8529307,87314165,4.97076E+12,8.08727E+18,,1,1,1/8/11,1:50:42,,,,,,,99,3,2,9,7,1,1,1,0,38506,dermatalskincare.com,,,
8535263,87345174,5.23892E+12,1.00939E+19,,2,0,1/12/11,18:10:39,,,,,,,99,2,3,7,7,1,1,1,0,60025,bigdeal.com,,,
8535266,87345174,5.23892E+12,1.00939E+19,google.com,9,4,1/12/11,17:33:06,,,,,,,99,2,3,7,7,1,1,1,0,60025,bigdeal.com,,,
8536700,87345246,5.06838E+12,1.04035E+19,,1,1,1/5/11,23:57:19,,,,,,,99,4,3,8,1,1,1,1,0,99207,home-online-jobs.org,,,
8536715,87345246,5.06838E+12,1.04035E+19,news11today.net,1,1,1/5/11,22:34:23,,,,,,,99,4,3,8,1,1,1,1,0,99207,home-online-jobs.org,,,
8537854,87345246,5.21201E+12,1.04035E+19,news11today.net,1,1,1/13/11,22:11:31,,,,,,,99,4,3,8,1,1,1,1,0,99207,home-online-jobs.org,,,
8538278,87345750,4.89081E+12,6.21294E+18,,1,1,1/29/11,2:17:03,,,,,,,99,4,2,9,7,0,1,1,0,92211,homecashflowsolution.com,,,
8573465,87356995,5.2136E+12,1.04035E+19,,2,0,1/18/11,15:01:37,,,,,,,99,3,6,3,4,1,5,1,0,77064,home-online-jobs.org,,,
8585730,87391163,4.92409E+12,1.61336E+19,facebook.com,1,1,1/7/11,16:21:19,,,,,,,99,3,3,10,1,0,1,1,0,30143,consumerstrickweekly.com,,,
8585729,87391163,4.92409E+12,7.40539E+18,consumerstrickweekly.com,1,1,1/7/11,16:21:26,,,,,,,99,3,3,10,1,0,1,1,0,30143,trackingspot.info,,,
8591178,87392748,5.15717E+12,1.54915E+18,,1,1,1/10/11,6:06:07,,,,,,,99,3,2,7,1,1,1,1,0,71901,getleanspa.com,,,
8611374,87398261,5.22096E+12,1.04035E+19,yahoo.com,4,5,1/13/11,18:32:51,,,,,,,99,3,2,5,6,1,1,1,0,30228,home-online-jobs.org,,,
8610657,87398261,4.9531E+12,1.13854E+19,,1,1,1/30/11,9:20:55,,,,,,,99,3,2,5,6,1,1,1,0,30228,wikkit.org,,,
8610656,87398261,4.9531E+12,1.00939E+19,wikkit.org,2,0,1/30/11,9:20:57,,,,,,,99,3,2,5,6,1,1,1,0,30228,bigdeal.com,,,
8610657,87398261,4.9531E+12,1.13854E+19,,1,1,1/30/11,9:20:55,,,,,,,99,3,2,5,6,1,1,1,0,30228,wikkit.org,,,
8637824,87434597,5.02436E+12,1.00939E+19,google.com,2,0,1/22/11,13:10:58,,,,,,,99,4,5,5,5,1,5,1,0,80010,bigdeal.com,,,
8655324,87470921,5.13141E+12,8.84369E+18,facebook.com,2,3,1/4/11,1:46:05,,,,,,,99,1,2,9,5,1,1,1,1,10901,weeklyinform.com,,,
8655323,87470921,5.13141E+12,8.08727E+18,,2,3,1/4/11,1:46:12,,,,,,,99,1,2,9,5,1,1,1,1,10901,dermatalskincare.com,,,
8660343,87474062,4.81251E+12,8.08727E+18,,1,1,1/2/11,23:14:57,,,,,,,99,4,6,11,6,1,5,1,0,93065,dermatalskincare.com,,,
8660349,87474062,4.81252E+12,1.21434E+19,weeklyinform.com,2,2,1/2/11,23:08:36,,,,,,,99,4,6,11,6,1,5,1,0,93065,sobelabsdirect.com,,,
8660682,87474062,5.16901E+12,1.62795E+19,,11,6,1/19/11,17:44:52,,,,,,,99,4,6,11,6,1,5,1,0,93065,southbeachjava.com,,,
8660687,87474062,5.16901E+12,1.62795E+19,,45,26,1/19/11,16:49:29,,,,,,,99,4,6,11,6,1,5,1,0,93065,southbeachjava.com,,,
8660693,87474062,5.16901E+12,1.62795E+19,,63,36,1/19/11,15:15:53,,,,,,,99,4,6,11,6,1,5,1,0,93065,southbeachjava.com,,,
8660700,87474062,5.16901E+12,7.8638E+18,consumer-warning.net,2,0,1/19/11,5:49:35,,,,,,,99,4,6,11,6,1,5,1,0,93065,beecumphukenreesh.com,,,
8660698,87474062,5.16901E+12,1.62795E+19,,38,25,1/19/11,5:49:41,,,,,,,99,4,6,11,6,1,5,1,0,93065,southbeachjava.com,,,
8671225,87478459,5.05196E+12,1.54915E+18,consumertipsonline.net,1,1,1/6/11,4:16:06,,,,,,,99,4,2,6,5,1,5,1,0,90604,getleanspa.com,,,
8718819,87572430,5.25521E+12,1.35423E+18,online8report.com,1,1,1/13/11,15:48:23,,,,,,,99,3,4,5,2,0,1,0,0,72364,theinstantwealthbuilder.com,,,
8719653,87572858,5.17404E+12,1.54915E+18,consumertipsonline.net,2,1,1/3/11,12:01:06,,,,,,,99,2,3,6,4,1,1,1,0,66002,getleanspa.com,,,
8749219,87613043,5.21228E+12,1.04035E+19,,2,0,1/25/11,0:47:00,,,,,,,99,2,5,5,3,1,2,1,0,53218,home-online-jobs.org,,,
8775999,87650504,5.02693E+12,1.04035E+19,consumer-work-journal.com,6,27,1/8/11,20:20:45,,,,,,,99,3,4,8,5,1,1,1,0,72364,home-online-jobs.org,,,
8776000,87650504,5.02693E+12,3.46908E+18,facebook.com,2,34,1/8/11,20:13:51,,,,,,,99,3,4,8,5,1,1,1,0,72364,consumer-work-journal.com,,,
8776001,87650504,5.02693E+12,7.40539E+18,consumer-work-journal.com,1,1,1/8/11,20:13:58,,,,,,,99,3,4,8,5,1,1,1,0,72364,trackingspot.info,,,
8781097,87651632,5.09048E+12,1.54915E+18,,1,1,1/15/11,19:22:50,,,,,,,99,4,1,8,2,0,1,1,0,98258,getleanspa.com,,,
8781100,87651632,5.09048E+12,1.57392E+19,24reports.com,1,1,1/15/11,19:15:21,,,,,,,99,4,1,8,2,0,1,1,0,98258,securesslcenter.com,,,
8781098,87651632,5.09048E+12,1.54915E+18,,5,5,1/15/11,19:15:24,,,,,,,99,4,1,8,2,0,1,1,0,98258,getleanspa.com,,,
8781950,87651632,5.20767E+12,1.161E+19,pch.com,1,1,1/24/11,22:59:55,,,,,,,99,4,1,8,2,0,1,1,0,98258,dataentryinternational.com,,,
8781949,87651632,5.20767E+12,1.13854E+19,pch.com,1,0,1/24/11,23:00:09,,,,,,,99,4,1,8,2,0,1,1,0,98258,wikkit.org,,,
8792672,87656455,4.85244E+12,4.13804E+18,onlinecareerjournal.com,2,2,1/2/11,22:01:16,,,,,,,99,3,4,8,5,1,1,1,0,23453,msicourse.com,,,
8802496,87660098,5.09071E+12,8.08727E+18,,1,1,1/6/11,3:01:35,,,,,,,99,1,2,7,5,1,1,1,0,4062,dermatalskincare.com,,,
8865442,87707588,5.17902E+12,1.00939E+19,ask.com,4,0,1/14/11,22:27:11,,,,,,,99,3,5,6,5,0,3,1,0,76240,bigdeal.com,,,
8885709,87774453,4.33995E+12,1.54915E+18,,8,2,1/1/11,2:54:53,,,,,,,99,3,1,11,2,0,1,1,0,22192,getleanspa.com,,,
8915221,87819482,5.39482E+12,6.21294E+18,,2,1,1/17/11,20:56:56,,,,,,,99,4,1,11,3,0,1,1,0,95383,homecashflowsolution.com,,,
8922181,87824531,5.32573E+12,1.54915E+18,consumertipsonline.net,2,0,1/12/11,16:53:10,,,,,,,99,3,2,11,4,0,1,1,0,39701,getleanspa.com,,,
8928606,87831321,5.15647E+12,1.61336E+19,,1,1,1/16/11,16:32:37,,,,,,,99,2,3,11,5,0,1,1,0,45244,consumerstrickweekly.com,,,
8928605,87831321,5.15647E+12,7.40539E+18,consumerstrickweekly.com,1,1,1/16/11,16:32:39,,,,,,,99,2,3,11,5,0,1,1,0,45244,trackingspot.info,,,
8965227,87894901,5.34726E+12,1.00939E+19,,4,1,1/12/11,2:19:53,,,,,,,99,3,5,9,7,1,1,1,0,75126,bigdeal.com,,,
8973497,87899338,5.28681E+12,1.00939E+19,,2,0,1/11/11,21:20:04,,,,,,,99,4,2,3,1,0,2,1,0,98122,bigdeal.com,,,
8990198,87928520,5.14472E+12,7.07412E+18,,2,0,1/6/11,16:00:08,,,,,,,99,2,1,9,5,0,1,1,0,45377,looking4leaders.org,,,
8990199,87928520,5.14472E+12,1.04035E+19,looking4leaders.org,1,1,1/6/11,16:00:16,,,,,,,99,2,1,9,5,0,1,1,0,45377,home-online-jobs.org,,,
9022287,87944877,5.26514E+12,1.66737E+19,,1,0,1/24/11,4:25:38,,,,,,,99,1,2,4,3,0,1,1,1,15927,new8reports.com,,,
9022286,87944877,5.26514E+12,6.21294E+18,,1,1,1/24/11,4:25:47,,,,,,,99,1,2,4,3,0,1,1,1,15927,homecashflowsolution.com,,,
9027640,87945568,5.35739E+12,6.21294E+18,online8report.com,2,1,1/12/11,1:02:08,,,,,,,99,2,2,8,2,1,1,1,0,60640,homecashflowsolution.com,,,
9048820,87953715,5.27092E+12,6.53554E+18,google.com,2,0,1/10/11,4:08:43,,,,,,,99,4,6,8,1,1,2,1,0,90044,99only.com,,,
9048822,87953715,5.27092E+12,8.39872E+18,,1,1,1/10/11,4:08:51,,,,,,,99,4,6,8,1,1,2,1,0,90044,lynxtrack.com,,,
9048821,87953715,5.27092E+12,1.00939E+19,,2,0,1/10/11,4:08:54,,,,,,,99,4,6,8,1,1,2,1,0,90044,bigdeal.com,,,
9080231,88074648,5.33866E+12,8.08727E+18,weeklyinform.com,1,1,1/13/11,20:02:17,,,,,,,99,2,4,10,6,1,1,1,0,46227,dermatalskincare.com,,,
9091439,88078087,5.17519E+12,6.21294E+18,new8reports.com,2,0,1/23/11,5:42:17,,,,,,,99,1,6,9,6,1,5,1,1,11434,homecashflowsolution.com,,,
9111807,88090901,5.21131E+12,8.39872E+18,,1,1,1/5/11,1:29:26,,,,,,,99,2,2,9,6,1,2,1,0,60473,lynxtrack.com,,,
9111806,88090901,5.21131E+12,1.00939E+19,,2,0,1/5/11,1:29:29,,,,,,,99,2,2,9,6,1,2,1,0,60473,bigdeal.com,,,
9113616,88091196,5.14306E+12,1.43149E+19,,3,0,1/22/11,3:14:58,,,,,,,99,2,6,4,3,1,2,1,0,48227,securetransferring.com,,,
9113617,88091196,5.14306E+12,4.13804E+18,securetransferring.com,1,1,1/22/11,3:15:06,,,,,,,99,2,6,4,3,1,2,1,0,48227,msicourse.com,,,
9115082,88091327,5.16945E+12,4.67362E+18,,2,22,1/15/11,22:25:32,,,,,,,99,3,2,10,6,0,1,1,0,33067,hbytracker.com,,,
9115080,88091327,5.16945E+12,1.04035E+19,,15,38,1/15/11,22:25:33,,,,,,,99,3,2,10,6,0,1,1,0,33067,home-online-jobs.org,,,
9118603,88121692,5.17181E+12,6.33383E+18,local5reports.com,2,0,1/15/11,16:45:46,,,,,,,99,3,4,4,5,1,1,1,0,70583,secureonlinetracking.com,,,
9118602,88121692,5.17181E+12,1.54915E+18,,2,2,1/15/11,16:45:51,,,,,,,99,3,4,4,5,1,1,1,0,70583,getleanspa.com,,,
9120964,88123606,4.93746E+12,1.00939E+19,ask.com,5,1,1/2/11,22:45:57,,,,,,,99,3,4,8,2,1,2,1,0,24558,bigdeal.com,,,
9132408,88133273,5.27324E+12,1.04035E+19,homejobindex.net,3,0,1/4/11,17:56:41,,,,,,,99,1,5,7,4,1,2,1,0,14530,home-online-jobs.org,,,
9162770,88182438,5.28657E+12,1.00939E+19,google.com,4,0,1/4/11,4:50:58,,,,,,,99,4,4,7,6,1,3,0,0,98087,bigdeal.com,,,
9162420,88182438,5.15484E+12,1.00939E+19,google.com,3,0,1/31/11,3:24:20,,,,,,,99,4,4,7,6,1,3,0,0,98087,bigdeal.com,,,
9183081,88217817,5.22935E+12,1.62795E+19,lifestyleherald.com,2,0,1/16/11,19:52:35,,,,,,,99,4,4,7,5,1,5,1,1,98638,southbeachjava.com,,,
9185711,88219951,5.29107E+12,1.43254E+19,google.com,9,6,1/4/11,22:20:39,,,,,,,99,4,5,3,3,1,5,1,1,90201,eprofits.com,,,
9185412,88219951,5.099E+12,2.08733E+18,,1,1,1/28/11,20:54:57,,,,,,,99,4,5,3,3,1,5,1,1,90201,news-6-insider.com,,,
9185411,88219951,5.099E+12,1.58196E+19,news-6-insider.com,1,1,1/28/11,20:55:00,,,,,,,99,4,5,3,3,1,5,1,1,90201,75.101.166.210,,,
9185410,88219951,5.099E+12,3.58429E+17,,1,1,1/28/11,20:55:03,,,,,,,99,4,5,3,3,1,5,1,1,90201,gamevance.net,,,
9185409,88219951,5.099E+12,1.35423E+18,,1,0,1/28/11,20:55:09,,,,,,,99,4,5,3,3,1,5,1,1,90201,theinstantwealthbuilder.com,,,
9220225,88231715,5.28243E+12,4.13804E+18,,1,0,1/14/11,13:22:31,,,,,,,99,1,4,8,7,1,1,1,0,7849,msicourse.com,,,
9281356,88378312,5.21284E+12,1.04035E+19,news9today.org,6,16,1/15/11,4:53:02,,,,,,,99,4,2,3,1,1,2,1,0,98178,home-online-jobs.org,,,
9291399,88386361,5.25098E+12,1.33043E+19,,233,116,1/16/11,5:59:45,,,,,,,99,4,2,7,5,1,5,1,1,91942,copart.com,,,
9291413,88386361,5.25098E+12,8.39872E+18,,1,1,1/16/11,5:59:51,,,,,,,99,4,2,7,5,1,5,1,1,91942,lynxtrack.com,,,
9291412,88386361,5.25098E+12,1.00939E+19,,2,0,1/16/11,5:59:53,,,,,,,99,4,2,7,5,1,5,1,1,91942,bigdeal.com,,,
9294666,88388322,5.11928E+12,2.9959E+18,clicksor.com,1,1,1/28/11,5:17:14,,,,,,,99,4,2,5,4,0,1,1,0,97027,xzaz.net,,,
9294664,88388322,5.11928E+12,1.04035E+19,,2,0,1/28/11,5:17:28,,,,,,,99,4,2,5,4,0,1,1,0,97027,home-online-jobs.org,,,
9296288,88389508,5.23333E+12,1.62795E+19,lifestyleherald.com,27,11,1/23/11,19:26:26,,,,,,,99,2,1,9,6,0,2,1,0,60622,southbeachjava.com,,,
9306503,88429127,5.33568E+12,8.39872E+18,,3,4,1/3/11,9:09:16,,,,,,,99,4,4,6,5,1,1,1,0,93722,lynxtrack.com,,,
9306502,88429127,5.33568E+12,1.35832E+19,,2,4,1/3/11,9:09:19,,,,,,,99,4,4,6,5,1,1,1,0,93722,bizzopheaven.com,,,
9323514,88448854,5.24629E+12,1.04035E+19,,1,1,1/6/11,18:57:28,,,,,,,99,1,5,5,1,0,1,1,0,1852,home-online-jobs.org,,,
9323516,88448854,5.24629E+12,1.43254E+19,,5,0,1/6/11,18:56:52,,,,,,,99,1,5,5,1,0,1,1,0,1852,eprofits.com,,,
9414148,88581866,5.40772E+12,1.04035E+19,yahoo.com,1,4,1/11/11,7:05:54,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org,,,
9413952,88581866,5.36633E+12,1.04035E+19,,2,1,1/26/11,23:15:24,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org,,,
9414005,88581866,5.36634E+12,1.23857E+19,,3,0,1/26/11,9:58:09,,,,,,,99,4,6,7,3,1,2,1,0,91766,habitat.org,,,
9414006,88581866,5.36634E+12,1.65861E+19,,1,1,1/26/11,9:58:09,,,,,,,99,4,6,7,3,1,2,1,0,91766,local.com,,,
9414003,88581866,5.36634E+12,1.31347E+19,mywebsearch.com,1,1,1/26/11,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,foreclosed-home-listings.net,,,
9414004,88581866,5.36634E+12,1.04035E+19,,1,1,1/26/11,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org,,,
9414005,88581866,5.36634E+12,1.23857E+19,,3,0,1/26/11,9:58:09,,,,,,,99,4,6,7,3,1,2,1,0,91766,habitat.org,,,
9414006,88581866,5.36634E+12,1.65861E+19,,1,1,1/26/11,9:58:09,,,,,,,99,4,6,7,3,1,2,1,0,91766,local.com,,,
9414003,88581866,5.36634E+12,1.31347E+19,mywebsearch.com,1,1,1/26/11,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,foreclosed-home-listings.net,,,
9414004,88581866,5.36634E+12,1.04035E+19,,1,1,1/26/11,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org,,,
9414005,88581866,5.36634E+12,1.23857E+19,,3,0,1/26/11,9:58:09,,,,,,,99,4,6,7,3,1,2,1,0,91766,habitat.org,,,
9414006,88581866,5.36634E+12,1.65861E+19,,1,1,1/26/11,9:58:09,,,,,,,99,4,6,7,3,1,2,1,0,91766,local.com,,,
9414003,88581866,5.36634E+12,1.31347E+19,mywebsearch.com,1,1,1/26/11,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,foreclosed-home-listings.net,,,
9414004,88581866,5.36634E+12,1.04035E+19,,1,1,1/26/11,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org,,,
9414005,88581866,5.36634E+12,1.23857E+19,,3,0,1/26/11,9:58:09,,,,,,,99,4,6,7,3,1,2,1,0,91766,habitat.org,,,
9414006,88581866,5.36634E+12,1.65861E+19,,1,1,1/26/11,9:58:09,,,,,,,99,4,6,7,3,1,2,1,0,91766,local.com,,,
9414003,88581866,5.36634E+12,1.31347E+19,mywebsearch.com,1,1,1/26/11,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,foreclosed-home-listings.net,,,
9414004,88581866,5.36634E+12,1.04035E+19,,1,1,1/26/11,9:58:11,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org,,,
9414010,88581866,5.36634E+12,1.04035E+19,newsdaily7.com,6,23,1/26/11,9:02:07,,,,,,,99,4,6,7,3,1,2,1,0,91766,home-online-jobs.org,,,
9425029,88587074,5.29428E+12,1.04035E+19,,2,0,1/16/11,18:37:28,,,,,,,99,1,5,5,6,1,2,1,0,15102,home-online-jobs.org,,,
