,machine_id,site_session_id,domain_id,ref_domain_name,pages_viewed,duration,event_date,event_time,tran_flg,prod_category_id,prod_name,prod_qty,prod_totprice,basket_tot,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code,domain_name,,Non-Product Domain Referrals,
3911566,81679989,4.2697E+12,7.40539E+18,consumerstrickweekly.com,1,1,1/16/11,19:10:56,,,,,,,99,2,2,11,1,1,1,1,0,66733,trackingspot.info,,,
3912511,81680367,4.24492E+12,1.00939E+19,google.com,9,2,1/15/11,15:11:38,,,,,,,99,3,6,4,2,1,2,1,0,72342,bigdeal.com,,,
3925102,81685957,4.34861E+12,5.89488E+18,,1,0,1/11/11,18:13:24,,,,,,,99,3,3,7,6,1,5,1,1,20910,go2jump.org,,,
3925101,81685957,4.34861E+12,1.21434E+19,,2,3,1/11/11,18:13:26,,,,,,,99,3,3,7,6,1,5,1,1,20910,sobelabsdirect.com,,,
3926343,81686304,4.241E+12,8.39872E+18,,1,1,1/22/11,4:27:48,,,,,,,99,3,6,2,2,1,1,1,0,29488,lynxtrack.com,,,
3926342,81686304,4.241E+12,1.00939E+19,,2,0,1/22/11,4:27:51,,,,,,,99,3,6,2,2,1,1,1,0,29488,bigdeal.com,,,
3947014,81693760,4.33268E+12,6.21294E+18,,3,2,1/27/11,5:25:24,,,,,,,99,4,2,9,5,1,1,1,0,94578,homecashflowsolution.com,,,
3957613,81732218,4.15277E+12,1.00939E+19,,3,1,1/29/11,0:35:46,,,,,,,99,4,5,7,7,1,5,1,0,95618,bigdeal.com,,,
3962586,81732817,4.4043E+12,6.21294E+18,,6,6,1/18/11,7:17:57,,,,,,,99,1,5,7,5,1,3,1,0,11355,homecashflowsolution.com,,,
4008386,81745017,3.57967E+12,1.26135E+19,online8report.com,1,1,1/1/11,22:21:35,,,,,,,99,2,2,7,2,0,1,1,0,45654,getslim-e-z.com,,,
4034412,81787451,4.36669E+12,8.39872E+18,,1,1,1/26/11,2:51:46,,,,,,,99,1,3,3,2,1,2,1,0,16417,lynxtrack.com,,,
4034411,81787451,4.36669E+12,1.00939E+19,,1,1,1/26/11,2:51:58,,,,,,,99,1,3,3,2,1,2,1,0,16417,bigdeal.com,,,
4052012,81794273,4.20866E+12,1.55574E+19,,1,1,1/28/11,22:29:40,,,,,,,99,1,6,1,5,1,5,1,0,10036,search-results.com,,,
4052011,81794273,4.20866E+12,8.39872E+18,,1,1,1/28/11,22:29:42,,,,,,,99,1,6,1,5,1,5,1,0,10036,lynxtrack.com,,,
4052010,81794273,4.20866E+12,1.00939E+19,,2,0,1/28/11,22:29:45,,,,,,,99,1,6,1,5,1,5,1,0,10036,bigdeal.com,,,
4065724,81839668,4.20953E+12,1.00939E+19,wize.com,26,9,1/28/11,5:44:33,,,,,,,99,2,5,5,6,1,1,1,0,44120,bigdeal.com,,,
4112888,81883892,4.37352E+12,6.21294E+18,new8reports.com,1,1,1/26/11,18:19:12,,,,,,,99,2,3,11,1,0,2,1,1,60018,homecashflowsolution.com,,,
4149228,81895299,4.18692E+12,1.54915E+18,consumertipsonline.net,2,2,1/8/11,15:50:02,,,,,,,99,1,3,9,7,1,1,1,0,10301,getleanspa.com,,,
4152220,81896674,4.30098E+12,6.21294E+18,,1,1,1/20/11,15:33:15,,,,,,,99,2,2,8,5,0,1,1,0,65059,homecashflowsolution.com,,,
4166327,81937089,4.26003E+12,1.00939E+19,bestbuy.com,2,0,1/5/11,0:21:38,,,,,,,99,4,1,4,3,0,1,1,0,99508,bigdeal.com,,,
4168211,81937409,4.37562E+12,6.86105E+18,facebook.com,1,1,1/19/11,14:09:22,,,,,,,99,3,3,4,1,1,2,1,0,70360,medisrv.com,,,
4168210,81937409,4.37562E+12,3.46908E+18,medisrv.com,1,1,1/19/11,14:09:23,,,,,,,99,3,3,4,1,1,2,1,0,70360,consumer-work-journal.com,,,
4168209,81937409,4.37562E+12,7.40539E+18,consumer-work-journal.com,1,1,1/19/11,14:09:26,,,,,,,99,3,3,4,1,1,2,1,0,70360,trackingspot.info,,,
4172873,81939178,4.29739E+12,1.54915E+18,channelnews9today.com,1,1,1/3/11,22:33:56,,,,,,,99,3,4,5,3,1,1,1,0,31721,getleanspa.com,,,
4179428,81943144,4.27189E+12,1.04035E+19,,2,0,1/15/11,16:33:35,,,,,,,99,1,3,7,3,1,1,1,0,14606,home-online-jobs.org,,,
4179430,81943144,4.27189E+12,1.38412E+19,,1,1,1/15/11,16:33:35,,,,,,,99,1,3,7,3,1,1,1,0,14606,ebiz-depot.com,,,
4179428,81943144,4.27189E+12,1.04035E+19,,2,0,1/15/11,16:33:35,,,,,,,99,1,3,7,3,1,1,1,0,14606,home-online-jobs.org,,,
4179430,81943144,4.27189E+12,1.38412E+19,,1,1,1/15/11,16:33:35,,,,,,,99,1,3,7,3,1,1,1,0,14606,ebiz-depot.com,,,
4179428,81943144,4.27189E+12,1.04035E+19,,2,0,1/15/11,16:33:35,,,,,,,99,1,3,7,3,1,1,1,0,14606,home-online-jobs.org,,,
4179430,81943144,4.27189E+12,1.38412E+19,,1,1,1/15/11,16:33:35,,,,,,,99,1,3,7,3,1,1,1,0,14606,ebiz-depot.com,,,
4179428,81943144,4.27189E+12,1.04035E+19,,2,0,1/15/11,16:33:35,,,,,,,99,1,3,7,3,1,1,1,0,14606,home-online-jobs.org,,,
4179430,81943144,4.27189E+12,1.38412E+19,,1,1,1/15/11,16:33:35,,,,,,,99,1,3,7,3,1,1,1,0,14606,ebiz-depot.com,,,
4217895,81979080,4.30811E+12,1.54915E+18,,1,1,1/4/11,18:26:21,,,,,,,99,4,3,5,7,0,1,1,0,95037,getleanspa.com,,,
4217899,81979080,4.30811E+12,1.70522E+19,,1,1,1/4/11,16:18:26,,,,,,,99,4,3,5,7,0,1,1,0,95037,wildtangent.com,,,
4217897,81979080,4.30811E+12,1.54915E+18,channelnews9today.com,1,1,1/4/11,16:18:35,,,,,,,99,4,3,5,7,0,1,1,0,95037,getleanspa.com,,,
4230691,81987233,4.31451E+12,1.33102E+18,,2,0,1/3/11,17:51:06,,,,,,,99,4,2,8,4,1,1,1,0,93662,health8news.com,,,
4230690,81987233,4.31451E+12,1.01338E+19,health8news.com,1,1,1/3/11,17:51:12,,,,,,,99,4,2,8,4,1,1,1,0,93662,dlxm.net,,,
4243307,82053907,4.28006E+12,8.08727E+18,,1,1,1/5/11,17:53:21,,,,,,,99,3,1,7,1,0,1,1,0,28034,dermatalskincare.com,,,
4244261,82057168,4.31731E+12,9.35931E+17,yahoo.com,1,1,1/3/11,22:53:17,,,,,,,99,2,3,8,2,1,1,1,0,67214,coincollectmail.com,,,
4244260,82057168,4.31731E+12,8.39872E+18,,1,1,1/3/11,22:53:32,,,,,,,99,2,3,8,2,1,1,1,0,67214,lynxtrack.com,,,
4244259,82057168,4.31731E+12,1.00939E+19,,2,0,1/3/11,22:53:35,,,,,,,99,2,3,8,2,1,1,1,0,67214,bigdeal.com,,,
4244216,82057168,4.31406E+12,9.35931E+17,yahoo.com,1,1,1/16/11,15:31:33,,,,,,,99,2,3,8,2,1,1,1,0,67214,coincollectmail.com,,,
4244215,82057168,4.31406E+12,8.39872E+18,,1,1,1/16/11,15:31:41,,,,,,,99,2,3,8,2,1,1,1,0,67214,lynxtrack.com,,,
4244214,82057168,4.31406E+12,1.00939E+19,,2,0,1/16/11,15:31:44,,,,,,,99,2,3,8,2,1,1,1,0,67214,bigdeal.com,,,
4244526,82057497,4.18873E+12,1.00939E+19,,2,1,1/29/11,17:21:02,,,,,,,99,3,2,4,4,1,2,1,0,34116,bigdeal.com,,,
4249543,82064137,4.2283E+12,1.61877E+19,thefutoncritic.com,1,1,1/30/11,1:58:35,,,,,,,99,4,4,6,6,0,1,1,0,91786,thetop10.com,,,
4249542,82064137,4.2283E+12,1.23341E+19,thetop10.com,2,0,1/30/11,1:58:36,,,,,,,99,4,4,6,6,0,1,1,0,91786,localpages.com,,,
4249541,82064137,4.2283E+12,1.13854E+19,,2,0,1/30/11,1:58:39,,,,,,,99,4,4,6,6,0,1,1,0,91786,wikkit.org,,,
4249540,82064137,4.2283E+12,1.00939E+19,,2,0,1/30/11,1:58:42,,,,,,,99,4,4,6,6,0,1,1,0,91786,bigdeal.com,,,
4249543,82064137,4.2283E+12,1.61877E+19,thefutoncritic.com,1,1,1/30/11,1:58:35,,,,,,,99,4,4,6,6,0,1,1,0,91786,thetop10.com,,,
4249542,82064137,4.2283E+12,1.23341E+19,thetop10.com,2,0,1/30/11,1:58:36,,,,,,,99,4,4,6,6,0,1,1,0,91786,localpages.com,,,
4249541,82064137,4.2283E+12,1.13854E+19,,2,0,1/30/11,1:58:39,,,,,,,99,4,4,6,6,0,1,1,0,91786,wikkit.org,,,
4284116,82142175,4.37744E+12,1.04035E+19,news11today.net,5,13,1/10/11,17:15:50,,,,,,,99,2,5,7,1,1,1,1,0,46992,home-online-jobs.org,,,
4290332,82146493,4.23663E+12,1.00939E+19,google.com,2,1,1/30/11,3:09:13,,,,,,,99,4,4,7,6,1,1,1,0,94521,bigdeal.com,,,
4315176,82221355,4.32854E+12,1.00939E+19,google.com,2,0,1/16/11,18:19:12,,,,,,,99,3,2,8,5,1,1,1,0,27504,bigdeal.com,,,
4363653,82272458,4.46943E+12,1.64906E+19,adblade.com,2,0,1/12/11,23:53:05,,,,,,,99,1,2,7,1,1,1,0,0,2818,smarterlifestyles.com,,,
4363651,82272458,4.46943E+12,8.39872E+18,,1,1,1/12/11,23:53:16,,,,,,,99,1,2,7,1,1,1,0,0,2818,lynxtrack.com,,,
4363650,82272458,4.46943E+12,1.00939E+19,,3,0,1/12/11,23:53:17,,,,,,,99,1,2,7,1,1,1,0,0,2818,bigdeal.com,,,
4377770,82279943,4.30335E+12,6.21294E+18,,3,1,1/31/11,13:16:25,,,,,,,99,1,6,8,1,1,2,1,0,19139,homecashflowsolution.com,,,
4387350,82283019,4.34232E+12,8.08727E+18,weeklyinform.com,1,1,1/4/11,17:46:41,,,,,,,99,4,5,3,3,1,1,1,0,82401,dermatalskincare.com,,,
4420256,82334038,4.19529E+12,8.84369E+18,facebook.com,1,1,1/7/11,0:04:20,,,,,,,99,2,4,6,1,1,1,1,0,67576,weeklyinform.com,,,
4420255,82334038,4.19529E+12,3.58429E+17,,1,1,1/7/11,0:04:31,,,,,,,99,2,4,6,1,1,1,1,0,67576,gamevance.net,,,
4420254,82334038,4.19529E+12,8.08727E+18,,1,1,1/7/11,0:04:36,,,,,,,99,2,4,6,1,1,1,1,0,67576,dermatalskincare.com,,,
4434657,82374668,4.35846E+12,1.04035E+19,,8,22,1/3/11,23:31:56,,,,,,,99,4,6,10,7,1,1,1,0,91306,home-online-jobs.org,,,
4434656,82374668,4.3549E+12,1.04035E+19,,4,8,1/4/11,0:00:34,,,,,,,99,4,6,10,7,1,1,1,0,91306,home-online-jobs.org,,,
4452394,82381931,4.47762E+12,8.39872E+18,,1,1,1/13/11,6:35:44,,,,,,,99,3,2,2,1,1,1,1,0,37185,lynxtrack.com,,,
4452393,82381931,4.47762E+12,1.00939E+19,,2,0,1/13/11,6:35:45,,,,,,,99,3,2,2,1,1,1,1,0,37185,bigdeal.com,,,
4468686,82389222,4.31979E+12,1.04035E+19,,1,1,1/9/11,21:12:34,,,,,,,99,3,4,7,1,1,2,1,0,23504,home-online-jobs.org,,,
4468688,82389222,4.31979E+12,1.04035E+19,,2,0,1/9/11,17:40:13,,,,,,,99,3,4,7,1,1,2,1,0,23504,home-online-jobs.org,,,
4468689,82389222,4.31979E+12,1.04035E+19,,1,1,1/9/11,17:38:13,,,,,,,99,3,4,7,1,1,2,1,0,23504,home-online-jobs.org,,,
4502578,82433852,4.36167E+12,2.74912E+18,online8report.com,2,2,1/23/11,18:20:29,,,,,,,99,1,1,10,7,0,2,1,0,12498,fibradetox.com,,,
4517658,82471821,4.36903E+12,7.72125E+18,,2,0,1/3/11,1:33:12,,,,,,,99,3,3,9,4,1,2,1,1,33311,homebizstartupkit.com,,,
4528931,82474904,4.30367E+12,1.3008E+18,venicehotelsgroup.com,3,1,1/6/11,4:54:06,,,,,,,99,2,5,7,5,1,1,1,0,47725,travel-videos.com,,,
4528938,82474904,4.30367E+12,1.46639E+19,,16,0,1/6/11,4:54:17,,,,,,,99,2,5,7,5,1,1,1,0,47725,venicehotelsgroup.com,,,
4528936,82474904,4.30367E+12,3.20792E+18,myphillynetwork.com,1,0,1/6/11,4:54:21,,,,,,,99,2,5,7,5,1,1,1,0,47725,trailersandvideos.com,,,
4528924,82474904,4.30367E+12,1.04035E+19,,3,2,1/6/11,4:54:24,,,,,,,99,2,5,7,5,1,1,1,0,47725,home-online-jobs.org,,,
4551403,82480994,4.26116E+12,9.94805E+18,google.com,1,1,1/8/11,23:16:32,,,,,,,99,1,2,9,7,0,5,1,0,19444,wavee.com,,,
4551402,82480994,4.26116E+12,1.64051E+19,wavee.com,1,1,1/8/11,23:16:37,,,,,,,99,1,2,9,7,0,5,1,0,19444,activechatagent.com,,,
4551401,82480994,4.26116E+12,1.00939E+19,,2,0,1/8/11,23:16:47,,,,,,,99,1,2,9,7,0,5,1,0,19444,bigdeal.com,,,
4569784,82485814,3.66183E+12,1.54915E+18,,7,7,1/1/11,21:06:09,,,,,,,99,3,4,5,5,1,5,1,1,77486,getleanspa.com,,,
4580241,82496955,4.45178E+12,9.38955E+18,,1,1,1/26/11,4:07:58,,,,,,,99,4,3,5,5,1,1,1,0,96097,channel9newsreport.com,,,
4580240,82496955,4.45178E+12,1.13854E+19,,2,0,1/26/11,4:08:02,,,,,,,99,4,3,5,5,1,1,1,0,96097,wikkit.org,,,
4580239,82496955,4.45178E+12,1.00939E+19,,2,0,1/26/11,4:08:12,,,,,,,99,4,3,5,5,1,1,1,0,96097,bigdeal.com,,,
4580241,82496955,4.45178E+12,9.38955E+18,,1,1,1/26/11,4:07:58,,,,,,,99,4,3,5,5,1,1,1,0,96097,channel9newsreport.com,,,
4580240,82496955,4.45178E+12,1.13854E+19,,2,0,1/26/11,4:08:02,,,,,,,99,4,3,5,5,1,1,1,0,96097,wikkit.org,,,
4596708,82500447,4.49329E+12,1.00939E+19,google.com,3,0,1/13/11,0:37:15,,,,,,,99,2,2,11,5,0,1,1,0,53575,bigdeal.com,,,
4617778,82503914,4.37814E+12,1.54915E+18,consumertipsonline.net,2,2,1/3/11,20:36:27,,,,,,,99,3,2,5,3,1,2,1,0,23703,getleanspa.com,,,
4617771,82503914,4.26689E+12,3.46908E+18,facebook.com,1,1,1/8/11,19:43:09,,,,,,,99,3,2,5,3,1,2,1,0,23703,consumer-work-journal.com,,,
4617770,82503914,4.26689E+12,7.40539E+18,consumer-work-journal.com,1,1,1/8/11,19:43:13,,,,,,,99,3,2,5,3,1,2,1,0,23703,trackingspot.info,,,
4618994,82504253,4.46147E+12,4.13804E+18,news1daily.com,1,1,1/24/11,20:30:54,,,,,,,99,4,3,9,4,1,2,1,0,80239,msicourse.com,,,
4644666,82566969,4.45827E+12,1.54915E+18,consumertipsdaily7.com,2,2,1/11/11,16:13:08,,,,,,,99,4,6,11,5,1,1,1,0,85541,getleanspa.com,,,
4645054,82567334,4.37462E+12,4.13804E+18,,1,1,1/23/11,23:16:20,,,,,,,99,1,5,8,7,1,2,1,0,11236,msicourse.com,,,
4650268,82569151,4.34864E+12,9.38955E+18,,1,1,1/15/11,22:06:42,,,,,,,99,4,2,2,5,0,1,1,0,98036,channel9newsreport.com,,,
4650267,82569151,4.34864E+12,1.13854E+19,channel9newsreport.com,1,1,1/15/11,22:06:50,,,,,,,99,4,2,2,5,0,1,1,0,98036,wikkit.org,,,
4659028,82571215,4.4178E+12,1.00939E+19,facebook.com,3,1,1/14/11,1:23:37,,,,,,,99,1,2,10,6,1,1,1,0,2828,bigdeal.com,,,
4685774,82617380,4.34875E+12,3.16408E+18,,1,1,1/5/11,20:39:32,,,,,,,99,1,2,6,4,1,2,1,0,2472,radialabsdirect.net,,,
4685773,82617380,4.34875E+12,4.12578E+18,,2,0,1/5/11,20:39:36,,,,,,,99,1,2,6,4,1,2,1,0,2472,freddybeach.com,,,
4685772,82617380,4.34875E+12,8.08727E+18,,1,1,1/5/11,20:39:41,,,,,,,99,1,2,6,4,1,2,1,0,2472,dermatalskincare.com,,,
4716782,82640650,4.11109E+12,6.21294E+18,,1,1,1/2/11,8:31:59,,,,,,,99,3,3,9,7,0,1,1,1,70065,homecashflowsolution.com,,,
4737486,82658642,4.47875E+12,1.00939E+19,facebook.com,2,0,1/26/11,19:52:02,,,,,,,99,3,6,3,1,1,2,0,0,39563,bigdeal.com,,,
4738178,82658643,4.61156E+12,8.08727E+18,alittleblog.info,1,1,1/17/11,4:49:10,,,,,,,99,2,3,9,5,0,1,1,0,55117,dermatalskincare.com,,,
4787645,82733815,4.27042E+12,1.13854E+19,doubleclick.net,2,0,1/29/11,16:45:44,,,,,,,99,1,5,10,1,1,3,1,0,15146,wikkit.org,,,
4787644,82733815,4.27042E+12,1.00939E+19,,1,1,1/29/11,16:45:47,,,,,,,99,1,5,10,1,1,3,1,0,15146,bigdeal.com,,,
4787643,82733815,4.27042E+12,1.00939E+19,,1,1,1/29/11,16:45:59,,,,,,,99,1,5,10,1,1,3,1,0,15146,bigdeal.com,,,
4787645,82733815,4.27042E+12,1.13854E+19,doubleclick.net,2,0,1/29/11,16:45:44,,,,,,,99,1,5,10,1,1,3,1,0,15146,wikkit.org,,,
4787644,82733815,4.27042E+12,1.00939E+19,,1,1,1/29/11,16:45:47,,,,,,,99,1,5,10,1,1,3,1,0,15146,bigdeal.com,,,
4787645,82733815,4.27042E+12,1.13854E+19,doubleclick.net,2,0,1/29/11,16:45:44,,,,,,,99,1,5,10,1,1,3,1,0,15146,wikkit.org,,,
4792122,82735913,4.4563E+12,1.04035E+19,,1,1,1/27/11,5:56:26,,,,,,,99,1,2,3,5,1,2,1,0,11717,home-online-jobs.org,,,
4792123,82735913,4.4563E+12,1.04035E+19,newsdaily7.com,10,55,1/27/11,4:06:43,,,,,,,99,1,2,3,5,1,2,1,0,11717,home-online-jobs.org,,,
4805897,82773288,4.36491E+12,6.21294E+18,,1,1,1/31/11,14:31:06,,,,,,,99,3,4,4,4,1,1,1,0,36268,homecashflowsolution.com,,,
4825541,82781316,4.37144E+12,1.21434E+19,,2,1,1/22/11,23:31:43,,,,,,,99,4,2,4,5,1,5,1,0,89123,sobelabsdirect.com,,,
4846111,82786084,4.3759E+12,1.33102E+18,,1,1,1/5/11,18:28:07,,,,,,,99,2,3,7,6,1,1,1,0,63010,health8news.com,,,
4846110,82786084,4.3759E+12,1.01338E+19,health8news.com,2,0,1/5/11,18:28:14,,,,,,,99,2,3,7,6,1,1,1,0,63010,dlxm.net,,,
4846385,82786084,4.49336E+12,1.33102E+18,,1,1,1/11/11,21:04:05,,,,,,,99,2,3,7,6,1,1,1,0,63010,health8news.com,,,
4846384,82786084,4.49336E+12,1.01338E+19,health8news.com,1,1,1/11/11,21:04:15,,,,,,,99,2,3,7,6,1,1,1,0,63010,dlxm.net,,,
4888131,82830750,4.41921E+12,1.35423E+18,newsinsider6.com,4,11,1/3/11,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,theinstantwealthbuilder.com,,,
4888132,82830750,4.41921E+12,1.82504E+19,,2,0,1/3/11,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,topadmarket.com,,,
4888131,82830750,4.41921E+12,1.35423E+18,newsinsider6.com,4,11,1/3/11,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,theinstantwealthbuilder.com,,,
4888132,82830750,4.41921E+12,1.82504E+19,,2,0,1/3/11,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,topadmarket.com,,,
4888131,82830750,4.41921E+12,1.35423E+18,newsinsider6.com,4,11,1/3/11,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,theinstantwealthbuilder.com,,,
4888132,82830750,4.41921E+12,1.82504E+19,,2,0,1/3/11,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,topadmarket.com,,,
4888131,82830750,4.41921E+12,1.35423E+18,newsinsider6.com,4,11,1/3/11,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,theinstantwealthbuilder.com,,,
4888132,82830750,4.41921E+12,1.82504E+19,,2,0,1/3/11,15:22:59,,,,,,,99,3,3,8,5,1,2,1,0,77067,topadmarket.com,,,
4920314,82849158,4.38256E+12,1.33102E+18,pagerage.com,1,1,1/5/11,17:17:19,,,,,,,99,4,4,5,2,1,1,1,0,98663,health8news.com,,,
4920313,82849158,4.38256E+12,1.01338E+19,health8news.com,1,1,1/5/11,17:17:21,,,,,,,99,4,4,5,2,1,1,1,0,98663,dlxm.net,,,
4933012,82852387,4.53961E+12,6.21294E+18,new8reports.com,2,4,1/13/11,19:16:14,,,,,,,99,4,4,1,7,1,1,1,0,92694,homecashflowsolution.com,,,
4981828,82923591,4.38233E+12,1.00939E+19,,1,1,1/9/11,2:50:18,,,,,,,99,2,4,10,7,1,1,1,0,49464,bigdeal.com,,,
4985566,82925235,4.42441E+12,6.21294E+18,,4,12,1/20/11,5:39:04,,,,,,,99,4,3,11,3,0,1,1,0,97754,homecashflowsolution.com,,,
4997271,82929982,4.54506E+12,4.13804E+18,,1,1,1/13/11,13:03:21,,,,,,,99,2,6,6,4,1,1,1,0,46226,msicourse.com,,,
4999911,82930488,4.50369E+12,1.04035E+19,webdailyreports.com,3,1,1/26/11,5:26:18,,,,,,,99,2,6,10,1,1,1,1,1,69361,home-online-jobs.org,,,
4999840,82930488,4.47385E+12,1.04035E+19,yahoo.com,1,1,1/27/11,19:25:24,,,,,,,99,2,6,10,1,1,1,1,1,69361,home-online-jobs.org,,,
5036078,82965205,4.43304E+12,1.04035E+19,,3,0,1/23/11,23:34:41,,,,,,,99,1,2,7,7,1,1,1,0,8562,home-online-jobs.org,,,
5036084,82965205,4.43304E+12,1.04035E+19,yahoo.com,1,1,1/23/11,20:17:25,,,,,,,99,1,2,7,7,1,1,1,0,8562,home-online-jobs.org,,,
5067551,83048669,4.5253E+12,1.00939E+19,google.com,3,0,1/19/11,16:38:58,,,,,,,99,1,5,9,3,1,2,1,0,19023,bigdeal.com,,,
5073739,83050806,4.57178E+12,1.00939E+19,tigerdirect.com,4,0,1/13/11,2:44:28,,,,,,,99,1,3,8,7,0,1,1,0,7110,bigdeal.com,,,
5074817,83051366,4.36158E+12,1.40082E+19,conduit.com,1,1,1/28/11,19:49:55,,,,,,,99,3,3,10,7,1,1,1,0,22182,toolbarsmedia.com,,,
5074816,83051366,4.36158E+12,1.00939E+19,google.com,4,1,1/28/11,19:50:06,,,,,,,99,3,3,10,7,1,1,1,0,22182,bigdeal.com,,,
5082669,83084767,4.4538E+12,1.75912E+19,,8,7,1/4/11,1:50:32,,,,,,,99,3,6,6,1,1,2,1,0,70802,google.com,,,
5082670,83084767,4.4538E+12,1.00939E+19,google.com,4,1,1/4/11,1:50:45,,,,,,,99,3,6,6,1,1,2,1,0,70802,bigdeal.com,,,
5091957,83094051,4.49246E+12,1.04035E+19,adsppv.com,5,2,1/14/11,19:32:14,,,,,,,99,4,5,6,5,1,1,1,0,84045,home-online-jobs.org,,,
5136023,83178571,4.17941E+12,4.13804E+18,24hourwealth.com,1,1,1/2/11,11:11:35,,,,,,,99,4,5,2,5,1,5,1,1,85037,msicourse.com,,,
5136519,83178571,4.46429E+12,1.04035E+19,nynewsandreports.com,5,2,1/4/11,8:28:05,,,,,,,99,4,5,2,5,1,5,1,1,85037,home-online-jobs.org,,,
5136269,83178571,4.42738E+12,1.04035E+19,nynewsandreports.com,27,76,1/5/11,4:39:17,,,,,,,99,4,5,2,5,1,5,1,1,85037,home-online-jobs.org,,,
5136710,83178571,4.51501E+12,1.04035E+19,yahoo.com,3,0,1/10/11,12:31:19,,,,,,,99,4,5,2,5,1,5,1,1,85037,home-online-jobs.org,,,
5137769,83178794,4.49939E+12,1.04035E+19,,1,1,1/14/11,22:46:58,,,,,,,99,1,2,7,5,1,1,1,0,18015,home-online-jobs.org,,,
5165685,83197868,4.40129E+12,1.33102E+18,,2,4,1/6/11,16:41:07,,,,,,,99,1,1,4,4,0,5,0,1,11355,health8news.com,,,
5165684,83197868,4.40129E+12,1.01338E+19,health8news.com,3,3,1/6/11,16:41:18,,,,,,,99,1,1,4,4,0,5,0,1,11355,dlxm.net,,,
5171954,83199800,4.46847E+12,1.21434E+19,,2,4,1/4/11,17:03:28,,,,,,,99,2,4,6,5,0,1,1,0,45015,sobelabsdirect.com,,,
5181583,83203674,4.43257E+12,1.04035E+19,,1,1,1/5/11,18:05:57,,,,,,,99,3,2,9,5,1,1,1,0,77084,home-online-jobs.org,,,
5181459,83203674,4.40301E+12,1.04035E+19,,2,0,1/6/11,4:23:49,,,,,,,99,3,2,9,5,1,1,1,0,77084,home-online-jobs.org,,,
5185785,83204602,4.43581E+12,8.39872E+18,,1,1,1/15/11,16:09:24,,,,,,,99,3,5,11,1,1,2,1,0,70114,lynxtrack.com,,,
5185784,83204602,4.43581E+12,1.00939E+19,,2,0,1/15/11,16:09:28,,,,,,,99,3,5,11,1,1,2,1,0,70114,bigdeal.com,,,
5219768,83269987,4.43636E+12,1.04035E+19,,1,1,1/5/11,18:48:16,,,,,,,99,3,2,7,4,0,1,1,0,32826,home-online-jobs.org,,,
5220679,83270230,4.43925E+12,6.21294E+18,new8reports.com,1,1,1/15/11,4:21:49,,,,,,,99,3,4,10,5,1,2,1,0,26105,homecashflowsolution.com,,,
5223555,83271857,4.40725E+12,4.13804E+18,ivaninsiderblog.com,1,1,1/6/11,22:15:27,,,,,,,99,4,4,9,6,0,1,1,0,94538,msicourse.com,,,
5254831,83318029,4.31708E+12,4.13804E+18,,1,1,1/7/11,1:09:19,,,,,,,99,3,6,5,1,1,2,1,0,27292,msicourse.com,,,
5278328,83372861,4.48754E+12,4.13804E+18,,1,0,1/20/11,2:50:37,,,,,,,99,3,4,3,3,1,1,1,0,36330,msicourse.com,,,
5282368,83376315,4.47521E+12,1.00939E+19,adblade.com,2,0,1/21/11,12:05:01,,,,,,,99,3,5,11,4,1,1,1,0,23707,bigdeal.com,,,
5284134,83377874,4.49915E+12,1.21434E+19,,1,0,1/3/11,7:02:23,,,,,,,99,4,6,6,6,1,1,1,0,91740,sobelabsdirect.com,,,
5320104,83447980,4.50156E+12,4.79444E+17,lifestyleherald.com,6,6,1/20/11,13:48:55,,,,,,,99,3,3,9,6,1,1,1,0,31419,trytadalafil.com,,,
5321877,83449606,4.50679E+12,9.49555E+17,google.com,10,10,1/4/11,18:04:12,,,,,,,99,3,4,6,2,1,2,1,0,70065,listentoyoutube.com,,,
5321881,83449606,4.50679E+12,1.12981E+19,,1,1,1/4/11,18:04:22,,,,,,,99,3,4,6,2,1,2,1,0,70065,ivaninsiderblog.com,,,
5321880,83449606,4.50679E+12,4.13804E+18,ivaninsiderblog.com,1,1,1/4/11,18:04:25,,,,,,,99,3,4,6,2,1,2,1,0,70065,msicourse.com,,,
5342966,83456983,4.62829E+12,1.04035E+19,,17,23,1/18/11,16:29:05,,,,,,,99,3,4,5,5,1,1,1,0,28697,home-online-jobs.org,,,
5342969,83456983,4.62829E+12,1.04035E+19,la-sentinel.com,5,3,1/18/11,14:40:47,,,,,,,99,3,4,5,5,1,1,1,0,28697,home-online-jobs.org,,,
5342694,83456983,4.50409E+12,1.04035E+19,wilkes.net,3,0,1/20/11,15:43:25,,,,,,,99,3,4,5,5,1,1,1,0,28697,home-online-jobs.org,,,
5342580,83456983,4.46091E+12,1.04035E+19,wilkes.net,4,0,1/22/11,19:13:49,,,,,,,99,3,4,5,5,1,1,1,0,28697,home-online-jobs.org,,,
